Stock,Timeframe,EMA Pair,Cross Time,Cross Close,EMA21 @ Cross,EMA50 @ Cross,Touch Time,Touch Open,Touch High,Touch Low,Touch Close,EMA21 @ Touch,EMA50 @ Touch,Touch Zone,Candles After Cross,EMA9 @ Cross,EMA9 @ Touch
INFY,1d,EMA9/EMA21,2024-01-12 00:00:00,1612.75,1532.75,,2024-02-13 00:00:00,1683.0,1689.1,1663.5,1684.55,1656.88,,Between Slow & Fast EMA,21,1537.19,1681.11
INFY,1d,EMA9/EMA21,2024-01-12 00:00:00,1612.75,1532.75,,2024-02-22 00:00:00,1665.0,1684.6,1644.4,1681.35,1668.41,,At/Below Slow EMA,28,1537.19,1680.1
INFY,1d,EMA9/EMA21,2024-01-12 00:00:00,1612.75,1532.75,,2024-02-29 00:00:00,1665.0,1682.25,1653.3,1673.9,1668.74,,At/Below Slow EMA,33,1537.19,1673.02
INFY,1d,EMA9/EMA21,2024-06-07 00:00:00,1533.6,1448.26,,2024-08-12 00:00:00,1773.05,1803.5,1768.1,1797.4,1770.32,,At/Below Slow EMA,44,1455.52,1788.68
INFY,1d,EMA9/EMA21,2024-06-07 00:00:00,1533.6,1448.26,,2024-09-04 00:00:00,1921.1,1927.2,1900.05,1922.45,1877.85,,Between Slow & Fast EMA,60,1455.52,1919.79
INFY,1d,EMA9/EMA21,2024-06-07 00:00:00,1533.6,1448.26,,2024-09-05 00:00:00,1926.25,1940.0,1909.6,1933.15,1882.87,,Between Slow & Fast EMA,61,1455.52,1922.46
INFY,1d,EMA9/EMA21,2024-06-07 00:00:00,1533.6,1448.26,,2024-09-12 00:00:00,1925.0,1956.4,1910.8,1950.45,1895.47,,Between Slow & Fast EMA,66,1455.52,1920.25
INFY,1d,EMA9/EMA21,2024-10-04 00:00:00,1918.15,1902.32,,2024-10-08 00:00:00,1937.9,1957.95,1906.35,1948.55,1909.17,,At/Below Slow EMA,2,1903.05,1917.15
INFY,1d,EMA9/EMA21,2024-10-04 00:00:00,1918.15,1902.32,,2024-10-11 00:00:00,1918.0,1947.0,1910.1,1935.1,1915.61,,At/Below Slow EMA,5,1903.05,1925.59
INFY,1d,EMA9/EMA21,2024-10-04 00:00:00,1918.15,1902.32,,2024-10-14 00:00:00,1932.15,1969.5,1931.1,1958.9,1919.55,,Between Slow & Fast EMA,6,1903.05,1932.25
INFY,1d,EMA9/EMA21,2024-10-04 00:00:00,1918.15,1902.32,,2024-10-17 00:00:00,1935.2,1978.0,1930.15,1968.1,1926.99,,Between Slow & Fast EMA,9,1903.05,1940.94
INFY,1d,EMA9/EMA21,2024-11-22 00:00:00,1902.25,1846.48,,2024-12-02 00:00:00,1859.0,1882.8,1835.2,1879.8,1863.8,,At/Below Slow EMA,6,1847.68,1873.76
INFY,1d,EMA9/EMA21,2024-11-22 00:00:00,1902.25,1846.48,,2024-12-03 00:00:00,1887.0,1899.75,1871.15,1892.1,1866.37,,Between Slow & Fast EMA,7,1847.68,1877.43
INFY,1d,EMA9/EMA21,2024-11-22 00:00:00,1902.25,1846.48,,2024-12-04 00:00:00,1884.0,1913.95,1875.0,1889.25,1868.45,,Between Slow & Fast EMA,8,1847.68,1879.79
INFY,1d,EMA9/EMA21,2024-11-22 00:00:00,1902.25,1846.48,,2024-12-05 00:00:00,1900.0,1949.9,1888.95,1934.85,1874.49,,Between Slow & Fast EMA,9,1847.68,1890.81
INFY,1d,EMA9/EMA21,2024-11-22 00:00:00,1902.25,1846.48,,2024-12-17 00:00:00,1968.0,1982.0,1958.0,1976.6,1924.72,,Between Slow & Fast EMA,17,1847.68,1959.69
INFY,1d,EMA9/EMA21,2024-11-22 00:00:00,1902.25,1846.48,,2024-12-18 00:00:00,1966.8,1984.95,1961.6,1979.15,1929.66,,Between Slow & Fast EMA,18,1847.68,1963.58
INFY,1d,EMA9/EMA21,2025-01-03 00:00:00,1938.75,1921.64,,2025-01-08 00:00:00,1930.0,1938.6,1888.75,1933.15,1924.67,,At/Below Slow EMA,3,1922.94,1928.16
INFY,1d,EMA9/EMA21,2025-01-03 00:00:00,1938.75,1921.64,,2025-01-10 00:00:00,1937.0,1977.8,1932.25,1966.95,1927.9,,Between Slow & Fast EMA,5,1922.94,1934.18
INFY,1d,EMA9/EMA21,2025-01-03 00:00:00,1938.75,1921.64,,2025-01-15 00:00:00,1947.0,1958.05,1937.1,1949.65,1933.46,,Between Slow & Fast EMA,8,1922.94,1941.8
INFY,1d,EMA9/EMA21,2025-05-09 00:00:00,1507.6,1499.9,,2025-05-21 00:00:00,1567.9,1571.0,1552.1,1568.5,1543.49,,Between Slow & Fast EMA,8,1500.3,1564.54
INFY,1d,EMA9/EMA21,2025-05-09 00:00:00,1507.6,1499.9,,2025-05-23 00:00:00,1550.0,1587.2,1550.0,1564.8,1545.76,,Between Slow & Fast EMA,10,1500.3,1561.86
INFY,1d,EMA9/EMA21,2025-05-09 00:00:00,1507.6,1499.9,,2025-05-26 00:00:00,1566.6,1583.8,1562.7,1580.5,1548.92,,Between Slow & Fast EMA,11,1500.3,1565.59
INFY,1d,EMA9/EMA21,2025-05-09 00:00:00,1507.6,1499.9,,2025-06-06 00:00:00,1554.7,1568.9,1543.1,1563.8,1555.41,,At/Below Slow EMA,20,1500.3,1559.58
INFY,1d,EMA9/EMA21,2025-05-09 00:00:00,1507.6,1499.9,,2025-06-13 00:00:00,1576.0,1609.0,1570.2,1602.0,1573.59,,At/Below Slow EMA,25,1500.3,1589.88
INFY,1d,EMA9/EMA21,2025-05-09 00:00:00,1507.6,1499.9,,2025-06-20 00:00:00,1619.0,1630.7,1608.9,1622.9,1593.88,,Between Slow & Fast EMA,30,1500.3,1614.45
INFY,1d,EMA9/EMA21,2025-05-09 00:00:00,1507.6,1499.9,,2025-06-25 00:00:00,1590.0,1619.9,1585.1,1614.9,1594.03,,At/Below Slow EMA,33,1500.3,1605.39
INFY,1d,EMA9/EMA21,2025-05-09 00:00:00,1507.6,1499.9,,2025-06-26 00:00:00,1608.8,1624.0,1606.6,1616.0,1596.03,,Between Slow & Fast EMA,34,1500.3,1607.51
INFY,1d,EMA9/EMA21,2025-05-09 00:00:00,1507.6,1499.9,,2025-07-04 00:00:00,1625.0,1643.4,1612.3,1640.7,1604.82,,Between Slow & Fast EMA,40,1500.3,1615.81
INFY,1d,EMA9/EMA21,2025-05-09 00:00:00,1507.6,1499.9,,2025-07-08 00:00:00,1628.0,1646.2,1621.5,1638.7,1609.73,,Between Slow & Fast EMA,42,1500.3,1622.18
INFY,1d,EMA9/EMA21,2025-10-23 00:00:00,1528.5,1482.27,,2025-10-28 00:00:00,1499.7,1506.5,1490.5,1500.2,1488.98,,Between Slow & Fast EMA,3,1483.05,1495.33
INFY,1d,EMA9/EMA21,2025-10-23 00:00:00,1528.5,1482.27,,2025-10-29 00:00:00,1500.2,1520.2,1496.9,1510.4,1490.93,,Between Slow & Fast EMA,4,1483.05,1498.35
INFY,1d,EMA9/EMA21,2025-11-10 00:00:00,1513.5,1487.74,,2025-11-19 00:00:00,1490.5,1543.0,1490.5,1541.1,1504.15,,At/Below Slow EMA,7,1488.42,1513.28
INFY,1d,EMA9/EMA21,2025-11-10 00:00:00,1513.5,1487.74,,2025-11-26 00:00:00,1532.1,1560.3,1532.1,1557.9,1519.32,,Between Slow & Fast EMA,12,1488.42,1534.57
INFY,1d,EMA9/EMA21,2025-11-10 00:00:00,1513.5,1487.74,,2025-12-03 00:00:00,1555.1,1586.0,1554.1,1578.7,1537.23,,Between Slow & Fast EMA,17,1488.42,1556.61
INFY,1d,EMA9/EMA21,2025-11-10 00:00:00,1513.5,1487.74,,2025-12-15 00:00:00,1585.0,1610.8,1585.0,1606.8,1571.26,,Between Slow & Fast EMA,25,1488.42,1593.35
INFY,1d,EMA9/EMA21,2025-11-10 00:00:00,1513.5,1487.74,,2025-12-17 00:00:00,1587.2,1606.9,1586.0,1602.0,1575.85,,Between Slow & Fast EMA,27,1488.42,1595.01
INFY,1d,EMA9/EMA21,2025-11-10 00:00:00,1513.5,1487.74,,2026-01-02 00:00:00,1635.9,1643.5,1627.5,1640.4,1618.92,,Between Slow & Fast EMA,38,1488.42,1634.75
INFY,1d,EMA9/EMA21,2025-11-10 00:00:00,1513.5,1487.74,,2026-01-07 00:00:00,1615.0,1642.0,1615.0,1639.0,1619.25,,At/Below Slow EMA,41,1488.42,1628.36
INFY,1d,EMA9/EMA21,2026-01-16 00:00:00,1689.8,1620.28,,2026-01-21 00:00:00,1651.0,1657.0,1631.2,1654.4,1631.15,,Between Slow & Fast EMA,3,1626.84,1644.44
INFY,1d,EMA9/EMA21,2026-04-15 00:00:00,1305.3,1300.04,,2026-04-17 00:00:00,1313.0,1328.3,1306.1,1318.7,1303.32,,Between Slow & Fast EMA,2,1300.62,1307.21
INFY,1d,EMA9/EMA21,2026-04-15 00:00:00,1305.3,1300.04,,2026-04-21 00:00:00,1310.0,1325.0,1299.3,1313.2,1304.99,,At/Below Slow EMA,4,1300.62,1309.27
RELIANCE,1d,EMA9/EMA21,2024-01-11 00:00:00,1359.9,1309.07,,2024-01-18 00:00:00,1351.4,1371.0,1351.25,1367.95,1333.32,,Between Slow & Fast EMA,5,1315.09,1353.37
RELIANCE,1d,EMA9/EMA21,2024-01-11 00:00:00,1359.9,1309.07,,2024-01-25 00:00:00,1342.95,1364.15,1335.2,1353.08,1339.35,,At/Below Slow EMA,10,1315.09,1350.11
RELIANCE,1d,EMA9/EMA21,2024-01-11 00:00:00,1359.9,1309.07,,2024-01-29 00:00:00,1364.5,1452.5,1360.17,1448.05,1349.23,,Between Slow & Fast EMA,11,1315.09,1369.7
RELIANCE,1d,EMA9/EMA21,2024-01-11 00:00:00,1359.9,1309.07,,2024-02-19 00:00:00,1462.05,1479.5,1453.53,1474.0,1430.62,,Between Slow & Fast EMA,26,1315.09,1459.56
RELIANCE,1d,EMA9/EMA21,2024-01-11 00:00:00,1359.9,1309.07,,2024-02-22 00:00:00,1468.15,1484.95,1458.0,1481.75,1441.37,,Between Slow & Fast EMA,29,1315.09,1466.77
RELIANCE,1d,EMA9/EMA21,2024-01-11 00:00:00,1359.9,1309.07,,2024-03-01 00:00:00,1463.5,1500.0,1462.5,1492.12,1457.49,,Between Slow & Fast EMA,35,1315.09,1474.84
RELIANCE,1d,EMA9/EMA21,2024-01-11 00:00:00,1359.9,1309.07,,2024-03-06 00:00:00,1493.45,1509.0,1478.5,1503.0,1471.2,,Between Slow & Fast EMA,39,1315.09,1490.36
RELIANCE,1d,EMA9/EMA21,2024-03-28 00:00:00,1485.85,1459.41,,2024-04-08 00:00:00,1462.97,1490.97,1461.0,1485.97,1466.12,,At/Below Slow EMA,6,1462.21,1471.18
RELIANCE,1d,EMA9/EMA21,2024-03-28 00:00:00,1485.85,1459.41,,2024-04-10 00:00:00,1466.35,1487.0,1466.35,1479.58,1467.14,,At/Below Slow EMA,8,1462.21,1471.66
RELIANCE,1d,EMA9/EMA21,2024-03-28 00:00:00,1485.85,1459.41,,2024-04-19 00:00:00,1456.78,1474.0,1443.03,1470.12,1466.92,,At/Below Slow EMA,13,1462.21,1468.35
RELIANCE,1d,EMA9/EMA21,2024-03-28 00:00:00,1485.85,1459.41,,2024-04-22 00:00:00,1472.45,1482.83,1467.8,1479.85,1468.09,,At/Below Slow EMA,14,1462.21,1470.65
RELIANCE,1d,EMA9/EMA21,2024-06-07 00:00:00,1469.95,1444.2,,2024-06-14 00:00:00,1470.0,1479.67,1457.22,1477.55,1452.95,,Between Slow & Fast EMA,5,1444.69,1460.35
RELIANCE,1d,EMA9/EMA21,2024-06-07 00:00:00,1469.95,1444.2,,2024-06-20 00:00:00,1459.0,1482.85,1450.1,1473.7,1457.41,,At/Below Slow EMA,8,1444.69,1465.4
RELIANCE,1d,EMA9/EMA21,2024-06-07 00:00:00,1469.95,1444.2,,2024-06-26 00:00:00,1446.05,1518.97,1445.12,1514.03,1460.87,,At/Below Slow EMA,12,1444.69,1469.11
RELIANCE,1d,EMA9/EMA21,2024-06-07 00:00:00,1469.95,1444.2,,2024-07-12 00:00:00,1584.5,1605.15,1574.5,1596.72,1540.32,,Between Slow & Fast EMA,24,1444.69,1574.99
RELIANCE,1d,EMA9/EMA21,2024-06-07 00:00:00,1469.95,1444.2,,2024-07-18 00:00:00,1576.0,1593.9,1557.83,1586.67,1551.78,,Between Slow & Fast EMA,27,1444.69,1580.37
RELIANCE,1d,EMA9/EMA21,2024-08-27 00:00:00,1500.45,1494.28,,2024-08-29 00:00:00,1503.1,1537.0,1494.0,1520.92,1497.03,,At/Below Slow EMA,2,1495.01,1500.72
RELIANCE,1d,EMA9/EMA21,2024-08-27 00:00:00,1500.45,1494.28,,2024-09-04 00:00:00,1500.7,1517.5,1499.5,1514.55,1501.93,,At/Below Slow EMA,6,1495.01,1507.73
RELIANCE,1d,EMA9/EMA21,2024-09-26 00:00:00,1497.95,1485.11,,2024-09-27 00:00:00,1499.0,1533.47,1492.0,1526.17,1488.84,,Between Slow & Fast EMA,1,1486.32,1494.29
RELIANCE,1d,EMA9/EMA21,2025-04-21 00:00:00,1295.5,1241.32,,2025-05-15 00:00:00,1425.0,1461.4,1412.7,1454.2,1371.63,,Between Slow & Fast EMA,17,1246.68,1414.87
RELIANCE,1d,EMA9/EMA21,2025-04-21 00:00:00,1295.5,1241.32,,2025-05-21 00:00:00,1423.9,1436.2,1418.1,1429.2,1392.23,,Between Slow & Fast EMA,21,1246.68,1426.86
RELIANCE,1d,EMA9/EMA21,2025-04-21 00:00:00,1295.5,1241.32,,2025-05-23 00:00:00,1406.6,1433.8,1406.6,1426.8,1396.79,,Between Slow & Fast EMA,23,1246.68,1424.06
RELIANCE,1d,EMA9/EMA21,2025-04-21 00:00:00,1295.5,1241.32,,2025-05-26 00:00:00,1432.0,1441.0,1425.1,1434.8,1400.25,,Between Slow & Fast EMA,24,1246.68,1426.21
RELIANCE,1d,EMA9/EMA21,2025-04-21 00:00:00,1295.5,1241.32,,2025-06-04 00:00:00,1414.7,1425.7,1406.1,1423.5,1408.14,,At/Below Slow EMA,31,1246.68,1418.43
RELIANCE,1d,EMA9/EMA21,2025-04-21 00:00:00,1295.5,1241.32,,2025-06-16 00:00:00,1426.9,1442.4,1424.4,1437.8,1425.36,,At/Below Slow EMA,39,1246.68,1435.86
RELIANCE,1d,EMA9/EMA21,2025-04-21 00:00:00,1295.5,1241.32,,2025-06-20 00:00:00,1431.0,1471.0,1428.1,1466.2,1430.48,,At/Below Slow EMA,43,1246.68,1440.3
RELIANCE,1d,EMA9/EMA21,2025-04-21 00:00:00,1295.5,1241.32,,2025-06-23 00:00:00,1453.0,1463.8,1442.0,1456.8,1432.88,,Between Slow & Fast EMA,44,1246.68,1443.6
RELIANCE,1d,EMA9/EMA21,2025-10-17 00:00:00,1416.8,1384.17,,2025-11-06 00:00:00,1484.0,1501.6,1476.2,1496.1,1450.23,,Between Slow & Fast EMA,12,1387.68,1477.5
RELIANCE,1d,EMA9/EMA21,2025-10-17 00:00:00,1416.8,1384.17,,2025-11-10 00:00:00,1477.9,1501.0,1475.5,1489.3,1456.07,,Between Slow & Fast EMA,14,1387.68,1479.94
RELIANCE,1d,EMA9/EMA21,2025-10-17 00:00:00,1416.8,1384.17,,2025-11-25 00:00:00,1535.9,1559.6,1525.1,1539.7,1502.8,,Between Slow & Fast EMA,25,1387.68,1528.06
RELIANCE,1d,EMA9/EMA21,2025-10-17 00:00:00,1416.8,1384.17,,2025-12-11 00:00:00,1536.9,1550.0,1524.0,1545.0,1531.71,,At/Below Slow EMA,37,1387.68,1541.23
RELIANCE,1d,EMA9/EMA21,2025-10-17 00:00:00,1416.8,1384.17,,2025-12-15 00:00:00,1551.2,1558.6,1546.5,1556.2,1535.99,,Between Slow & Fast EMA,39,1387.68,1546.66
RELIANCE,1d,EMA9/EMA21,2025-10-17 00:00:00,1416.8,1384.17,,2025-12-26 00:00:00,1554.7,1561.0,1554.3,1559.2,1548.24,,Between Slow & Fast EMA,47,1387.68,1558.1
RELIANCE,1d,EMA9/EMA21,2025-10-17 00:00:00,1416.8,1384.17,,2025-12-31 00:00:00,1541.0,1577.0,1541.0,1570.4,1549.36,,At/Below Slow EMA,50,1387.68,1556.03
RELIANCE,1d,EMA9/EMA21,2026-04-29 00:00:00,1425.4,1365.08,,2026-05-08 00:00:00,1426.0,1442.8,1417.5,1435.2,1399.33,,Between Slow & Fast EMA,6,1371.38,1423.88
TCS,1d,EMA9/EMA21,2024-01-15 00:00:00,3903.8,3770.68,,2024-01-17 00:00:00,3819.0,3909.95,3812.55,3884.6,3788.52,,Between Slow & Fast EMA,2,3785.13,3817.21
TCS,1d,EMA9/EMA21,2024-01-15 00:00:00,3903.8,3770.68,,2024-02-01 00:00:00,3820.0,3904.9,3805.05,3854.15,3820.77,,At/Below Slow EMA,12,3785.13,3832.14
TCS,1d,EMA9/EMA21,2024-01-15 00:00:00,3903.8,3770.68,,2024-02-22 00:00:00,3971.0,4094.95,3971.0,4087.1,4019.66,,At/Below Slow EMA,27,3785.13,4066.73
TCS,1d,EMA9/EMA21,2024-01-15 00:00:00,3903.8,3770.68,,2024-02-27 00:00:00,3999.0,4124.0,3999.0,4104.4,4028.27,,At/Below Slow EMA,30,3785.13,4061.88
TCS,1d,EMA9/EMA21,2024-01-15 00:00:00,3903.8,3770.68,,2024-03-07 00:00:00,4065.0,4124.0,4037.7,4108.6,4057.2,,At/Below Slow EMA,38,3785.13,4077.13
TCS,1d,EMA9/EMA21,2024-01-15 00:00:00,3903.8,3770.68,,2024-03-14 00:00:00,4153.45,4225.0,4086.0,4207.6,4093.06,,At/Below Slow EMA,42,3785.13,4134.09
TCS,1d,EMA9/EMA21,2024-05-09 00:00:00,3960.2,3912.95,,2024-05-13 00:00:00,3884.5,3955.0,3870.0,3947.8,3914.54,,At/Below Slow EMA,2,3918.3,3920.3
TCS,1d,EMA9/EMA21,2024-06-26 00:00:00,3855.85,3826.52,,2024-06-27 00:00:00,3831.0,3942.0,3818.1,3934.15,3836.3,,At/Below Slow EMA,1,3827.25,3848.63
TCS,1d,EMA9/EMA21,2024-06-26 00:00:00,3855.85,3826.52,,2024-07-12 00:00:00,3980.0,4199.95,3971.3,4183.95,3941.46,,Between Slow & Fast EMA,12,3827.25,3996.26
TCS,1d,EMA9/EMA21,2024-06-26 00:00:00,3855.85,3826.52,,2024-08-14 00:00:00,4209.0,4306.2,4188.15,4295.25,4217.67,,At/Below Slow EMA,34,3827.25,4236.67
TCS,1d,EMA9/EMA21,2024-06-26 00:00:00,3855.85,3826.52,,2024-08-28 00:00:00,4498.75,4562.5,4457.3,4506.05,4378.5,,Between Slow & Fast EMA,43,3827.25,4463.55
TCS,1d,EMA9/EMA21,2024-06-26 00:00:00,3855.85,3826.52,,2024-08-29 00:00:00,4460.0,4556.0,4460.0,4511.8,4390.62,,Between Slow & Fast EMA,44,3827.25,4473.2
TCS,1d,EMA9/EMA21,2024-06-26 00:00:00,3855.85,3826.52,,2024-08-30 00:00:00,4500.0,4592.25,4487.8,4553.75,4405.45,,Between Slow & Fast EMA,45,3827.25,4489.31
TCS,1d,EMA9/EMA21,2024-06-26 00:00:00,3855.85,3826.52,,2024-09-10 00:00:00,4442.45,4539.95,4440.45,4507.85,4443.62,,At/Below Slow EMA,52,3827.25,4483.47
TCS,1d,EMA9/EMA21,2024-06-26 00:00:00,3855.85,3826.52,,2024-09-12 00:00:00,4510.25,4532.6,4431.3,4517.7,4453.31,,At/Below Slow EMA,54,3827.25,4489.66
TCS,1d,EMA9/EMA21,2024-11-12 00:00:00,4197.4,4119.01,,2024-11-14 00:00:00,4135.0,4160.0,4116.45,4145.9,4124.05,,At/Below Slow EMA,2,4122.93,4131.91
TCS,1d,EMA9/EMA21,2024-11-22 00:00:00,4244.6,4117.28,,2024-11-29 00:00:00,4220.0,4298.7,4195.65,4270.85,4186.33,,Between Slow & Fast EMA,5,4121.67,4237.72
TCS,1d,EMA9/EMA21,2024-11-22 00:00:00,4244.6,4117.28,,2024-12-02 00:00:00,4270.0,4288.2,4230.05,4276.65,4194.54,,Between Slow & Fast EMA,6,4121.67,4245.5
TCS,1d,EMA9/EMA21,2024-11-22 00:00:00,4244.6,4117.28,,2024-12-13 00:00:00,4434.95,4494.9,4394.4,4473.9,4331.25,,Between Slow & Fast EMA,15,4121.67,4415.12
TCS,1d,EMA9/EMA21,2025-05-05 00:00:00,3454.3,3425.49,,2025-05-07 00:00:00,3420.6,3459.5,3420.6,3445.1,3430.12,,At/Below Slow EMA,2,3425.81,3435.14
TCS,1d,EMA9/EMA21,2025-05-05 00:00:00,3454.3,3425.49,,2025-05-08 00:00:00,3448.0,3477.0,3428.7,3448.9,3431.83,,At/Below Slow EMA,3,3425.81,3437.89
TCS,1d,EMA9/EMA21,2025-05-05 00:00:00,3454.3,3425.49,,2025-05-09 00:00:00,3399.0,3446.2,3398.1,3440.3,3432.6,,At/Below Slow EMA,4,3425.81,3438.37
TCS,1d,EMA9/EMA21,2025-05-05 00:00:00,3454.3,3425.49,,2025-05-21 00:00:00,3508.0,3537.0,3498.3,3525.8,3490.46,,Between Slow & Fast EMA,12,3425.81,3518.81
TCS,1d,EMA9/EMA21,2025-05-05 00:00:00,3454.3,3425.49,,2025-05-23 00:00:00,3477.0,3535.0,3465.6,3514.6,3491.54,,At/Below Slow EMA,14,3425.81,3511.28
TCS,1d,EMA9/EMA21,2025-05-05 00:00:00,3454.3,3425.49,,2025-05-26 00:00:00,3521.0,3545.0,3510.1,3537.3,3495.7,,Between Slow & Fast EMA,15,3425.81,3516.48
TCS,1d,EMA9/EMA21,2025-10-24 00:00:00,3063.2,3013.93,,2025-10-31 00:00:00,3035.0,3067.4,3025.1,3058.0,3030.39,,At/Below Slow EMA,5,3018.89,3043.69
TCS,1d,EMA9/EMA21,2025-11-11 00:00:00,3047.0,3023.98,,2025-11-19 00:00:00,3097.0,3155.0,3083.5,3147.7,3063.08,,Between Slow & Fast EMA,6,3025.25,3091.33
TCS,1d,EMA9/EMA21,2025-11-11 00:00:00,3047.0,3023.98,,2025-11-26 00:00:00,3118.8,3178.0,3117.0,3162.9,3093.72,,Between Slow & Fast EMA,11,3025.25,3126.94
TCS,1d,EMA9/EMA21,2025-11-11 00:00:00,3047.0,3023.98,,2025-12-02 00:00:00,3131.0,3144.0,3120.4,3135.7,3107.03,,Between Slow & Fast EMA,15,3025.25,3132.06
TCS,1d,EMA9/EMA21,2025-11-11 00:00:00,3047.0,3023.98,,2025-12-03 00:00:00,3140.0,3211.9,3139.0,3180.0,3113.66,,Between Slow & Fast EMA,16,3025.25,3141.65
TCS,1d,EMA9/EMA21,2025-11-11 00:00:00,3047.0,3023.98,,2025-12-12 00:00:00,3197.7,3223.0,3185.7,3220.5,3162.57,,Between Slow & Fast EMA,23,3025.25,3197.06
TCS,1d,EMA9/EMA21,2025-11-11 00:00:00,3047.0,3023.98,,2025-12-15 00:00:00,3211.1,3238.2,3197.3,3230.2,3168.72,,Between Slow & Fast EMA,24,3025.25,3203.69
TCS,1d,EMA9/EMA21,2025-11-11 00:00:00,3047.0,3023.98,,2025-12-17 00:00:00,3200.5,3236.9,3200.5,3217.8,3176.18,,Between Slow & Fast EMA,26,3025.25,3206.74
TCS,1d,EMA9/EMA21,2025-11-11 00:00:00,3047.0,3023.98,,2025-12-18 00:00:00,3228.0,3287.8,3221.0,3280.8,3185.69,,Between Slow & Fast EMA,27,3025.25,3221.55
TCS,1d,EMA9/EMA21,2025-11-11 00:00:00,3047.0,3023.98,,2026-01-02 00:00:00,3234.0,3254.3,3219.5,3250.7,3232.43,,At/Below Slow EMA,37,3025.25,3249.13
TCS,1d,EMA9/EMA21,2025-11-11 00:00:00,3047.0,3023.98,,2026-01-06 00:00:00,3210.0,3263.2,3205.0,3255.8,3233.21,,At/Below Slow EMA,39,3025.25,3245.18
TCS,1d,EMA9/EMA21,2025-11-11 00:00:00,3047.0,3023.98,,2026-01-07 00:00:00,3242.9,3300.6,3223.2,3295.6,3238.88,,At/Below Slow EMA,40,3025.25,3255.26
TCS,1d,EMA9/EMA21,2025-11-11 00:00:00,3047.0,3023.98,,2026-01-12 00:00:00,3203.0,3252.0,3174.3,3239.6,3233.75,,At/Below Slow EMA,43,3025.25,3237.96
TCS,1d,EMA9/EMA21,2025-11-11 00:00:00,3047.0,3023.98,,2026-01-13 00:00:00,3245.0,3280.0,3210.5,3268.0,3236.86,,At/Below Slow EMA,44,3025.25,3243.97
